Item_Number,Main_Category,Sub_Category,Product_Name,Main_Ingredient,Reviews_Count,Ratings_out_of_5,Sizes_Available,Sizes,Prices,Short_Description,Long_Description
ITEM 60087,Makeup,Eyeshadow,Down To Earth 8-Shade Case,NA,0,0.00E+00,1,['1 Piece'],['$3.75'],8 shade empty case for your chosen eyeshadow refills. The palette has a built in mirror and refills can be clicked in and out to mix and match your favorite shades.,"['Large built in mirror', 'Easy click-in-click-out feature', ' Eyeshadow refills  sold separately']"
ITEM 88115,Makeup,Makeup Tools,Eyelash Curlers,NA,1,1,1,['1 Piece'],['$6.75'],Give your lashes some extra oomph when you pick up our eyelash curlers. ,"['Eyelash curler', ' Perfectly curled  lashes  ']"
ITEM 91938,Makeup,Makeup Brushes,Eyeshadow Brush,NA,19,4.57,1,['1 Piece'],['$12.00'],"Achieve flawless, precise makeup results with this flat-sided, tapered Eyeshadow Brush. Use the thinnest part of the brush to create thin lines and eyeliner, or use flat to apply cream and powder eyeshadows, for precise results.","['Eyeshadow brush', 'Gives even application', 'Super-soft synthetic hair', 'Cruelty-free', ' Use to create  eyeliner ']"
ITEM 91932,Makeup,Makeup Brushes,Face And Body Brush,NA,35,4.71,1,['1 Piece'],['$19.50'],"The Face And Body Brush is a large super-soft brush, perfect for applying loose and pressed powder or bronzers and blushers onto the face and over the body for a flawless finish.","['Face and body brush', 'Super-soft synthetic hair', 'Cruelty-free']"
ITEM 91927,Makeup,Makeup Brushes,Kabuki Bronzing Brush,NA,29,4.96,1,['1 Piece'],['$17.25'],"Apply our Bronzing Powder to face, cheeks and décolletage with a high quality, super soft brush. Suitable for all skin types. Super-soft synthetic hairs allow a seamless application of bronzing powder to face and décolletage. Bronze opaque and metallic flat-stemmed handle for easy application and allows brush to stand upright.","['Super-soft synthetic hair', 'Cruelty-free', 'Easy to handle']"
ITEM 88116,Makeup,Tools,Slanted Tweezers,NA,5,3.6,1,['1 Piece'],['$6.75'],"Perfect your brows with our must-have slanted tweezers. With perfectly aligned ultra-precise tips, you'll create beautifully groomed eyebrows in no time.","[' Eyebrow  tweezers ', 'Slanted']"
ITEM 91940,Makeup,Makeup Brushes,Foundation Brush,NA,13,4.84,1,['1 Piece'],['$17.25'],"Team our Foundation Brush, a flat, tapered brush, with your favorite foundation for beautifully flawless results. Use this super-soft brush to work the product into your skin for a seamless finish. The pointy tip of our Foundation Brush allows you to blend makeup into hard to reach areas, around the nose and the inner corners of the eyes.","['Foundation brush', 'Gives a flawless finish', 'Super-soft synthetic hair', 'Cruelty-free']"
ITEM 61413,Makeup,Makeup Brushes,Contouring Brush,NA,3,5,1,['1 Piece'],['$16.50'],"Conquer the contour with this face-defining and blending brush Designed to master the hottest make-up trends and complement our coveted range of essentials, our expert charcoal-coated make-up brushes take your look to the next level. 100% cruelty-free from their synthetic bristles down to their sustainably sourced FSC wooden handles. Oh, and did we mention they’re totally vegan?","['Slanted expert contouring brush to blend and define cheekbones', 'Made with charcoal-coated, super-soft bristles', 'Developed with the latest make-up trends in mind, specifically for contouring liquids or powders', 'Synthetic, cruelty-free bristles and a sustainably sourced wooden handle', 'Vegan make-up brush']"
ITEM 91931,Makeup,Makeup Brushes,Slanted Brush,NA,15,4.33,1,['1 Piece'],['$13.50'],"Define your eyes with our precise Slanted Brush. Use this super-soft brush to line the eye, fill in the eyebrows, or to create a winged shadow effect.","['Slanted brush', 'For precision application', ' Use on the  eyes  and brows', 'Super-soft synthetic hair', 'Cruelty-free']"
ITEM 91929,Makeup,Makeup Brushes,Retractable Blush Brush,NA,25,4.64,1,['1 Piece'],['$16.50'],"The Retractable Blush Brush is a handy compact brush- ideal for makeup on the move. Use with your favorite blusher, bronzer or powder as needed. Made for travels, this great brush is a space saving, multitasking choice.","['Retractable blusher brush', 'Super-soft synthetic hair', 'Cruelty-free']"
ITEM 96582,Makeup,Makeup Tools,Small  Makeup Pencil Sharpener,NA,7,4.57,1,['1 Piece'],['$2.62'],A sharpener that will sharpen slim line make-up pencils. It has a detachable cap to catch the shavings.,"['You can use it with our  Eye Definer , Brow Definer  and Lip Liner ', 'Pencil sharpener', 'Make-up bag must have', 'Precision sharpening']"
ITEM 96538,Makeup,Makeup Brushes,Eyeshadow Blending Brush,NA,4,5,1,['1 Piece'],['$12.00'],"An essential for any make-up bag to create that seamlessly blended eye look, taking your eyeshadow look from day to night with ease. Designed to master the hottest make-up trends and complement our coveted range of essentials, our expert charcoal-coated make-up brushes take your look to the next level.100% cruelty-free from their synthetic bristles down to their sustainably sourced FSC wooden handles. Oh, and did we mention they’re totally vegan?","['Blending eyeshadow brush for smoky eye perfection', 'Made with charcoal-coated, super-soft bristles', 'Developed with the latest make-up trends in mind', 'Synthetic, cruelty-free bristles and a sustainably sourced wooden handle', 'Vegan make-up brush']"
ITEM 96240,Makeup,Makeup Brushes,Double-Ended Eye Shadow Brush,NA,2,4.5,1,['1 Piece'],['$14.25'],"A dual-ended eyeshadow make-up brush One end of this amazing dual-ended tool is a slanted brush, perfect for creating precise lines and defined strokes. The other end is a blender brush, which is designed to help you blend colours together with ease and build intensity.
","['The handle is made from FSC elm wood, and the bristles in our brush are 100% synthetic. This means the brush is cruelty-free.', 'This product is not part of any promotion']"
ITEM 96392,Sale,All Product Sale,Buffing Brush,NA,8,4.87,1,['1 Piece'],['$16.50'],"Want buildable foundation coverage? This clever buffing foundation brush helps you create a fresh-faced look that’s true to you and always natural-looking. Designed to master the hottest make-up trends and complement our coveted range of essentials, our expert charcoal-coated make-up brushes take your look to the next level. 100% cruelty-free from their synthetic bristles down to their sustainably sourced FSC wooden handles. Oh, and did we mention they’re totally vegan?","['Buffing foundation brush for buildable, beautifully even foundation', 'Made with charcoal-coated, super-soft bristles', 'Developed with the latest make-up trends in mind', 'Synthetic, cruelty-free bristles and a sustainably sourced wooden handle', 'Vegan make-up brush']"
ITEM 96340,Makeup,Makeup Brushes,Fresh Nude Foundation Brush,NA,6,4.16,1,['1 Piece'],['$17.25'],"The Body Shop's Fresh Foundation Brush is the perfect applicator for liquid foundations. Use the black bristles to place foundation on the cheeks, t-zone, and chin. Use the beige bristles to blend the foundation in circular movements to guarantee a finish that's natural and streak-free.","['Soft Bristles', 'Great for use with our  Fresh Nude Foundation ']"
ITEM 96507,Makeup,Makeup Brushes,Slanted Blush Brush,NA,2,5,1,['1 Piece'],['$16.50'],"Perfect shading and expertly applied blusher and highlighter starts with our super-soft angled make-up brush. Designed to master the hottest make-up trends and complement our coveted range of essentials, our expert charcoal-coated make-up brushes take your look to the next level. 100% cruelty-free from their synthetic bristles down to their sustainably sourced FSC wooden handles. Oh, and did we mention they’re totally vegan?","['Angled blusher brush for the perfect pop of cheek colour', 'Made with charcoal-coated, super-soft bristles', 'Developed with the latest make-up trends in mind', 'Synthetic, cruelty-free bristles and a sustainably sourced wooden handle', 'Vegan make-up brush']"
ITEM 93643,Makeup,Mascara,Happy Go Lash Mascara,Coconut,13,4.38,1,['0.35 Ounce'],['$12.00'],"Love your lashes! This everyday mascara thickens and defines while feeling gentle on lashes. The formula is easy to apply and remove and lasts all day without flaking. Enriched with 99% ingredients of natural origin, including Community Trade beeswax and Community Trade organic virgin coconut oil, Happy Go Lash feels gentle on application and helps to protect and enrich your lashes for a fuller-looking flutter.","['Everyday mascara in black ', 'Lashes look thicker and defined  ', 'Easy to use and remove   ', 'No fading or flaking  ', 'Feels gentle on lashes  ', '99% ingredients of natural origin ', 'Enriched with Community Trade Beeswax from Cameroon and Community Trade organic virgin Coconut Oil from Samoa']"
ITEM 88972,Makeup,Eyeshadow,Own Your Naturals Eye shadow Palettes,Marula,4,5,1,['0.45 Ounce'],['$18.00'],"Own your natural look with our most pigmented palette ever. Packed with 12 light to dark mattes and shimmers, it’s easy to achieve subtle to dramatic, smudge-proof looks that last all day. Enriched with Community Trade marula oil, these shades are designed for easy building and blending so you can have fun experimenting.","['Vegan ', 'Versatile eyeshadow palette ', '12 natural shades ', 'High pigmentation ', 'Easy to build and blend  ', 'Enriched with Community Trade Marula oil from Namibia']"
ITEM 88974,Makeup,Eyeshadow,Paint in Colour Eyeshadow Palette,Marula,1,5,1,['0.45 Ounce'],['$18.00'],"Paint in color with our most pigmented palette ever. Play it safe with natural mattes or go wild with rich, vibrant shimmers. It’s easy to create a lasting look that suits your mood with 12 buildable, blendable shades from light to bright, all enriched with Community Trade marula oil.","['Vegan ', 'Versatile eyeshadow palette ', '12 natural shades ', 'High pigmentation ', 'Easy to build and blend  ', 'Enriched with Community Trade Marula oil from Namibia']"
ITEM 96633,Makeup,Eyeliners & Brows,Velvet Gel Pen Eyeliner,Beeswax,28,3.53,2,"['0.009 Ounce', '0.009 Ounce']","['$10.50', '$10.50']","This creamy, smooth eyeliner glides onto the skin, creating long lasting intensity, to flatter and enhance. Available in three highly pigmented colors, our waterproof formula will stay on for hours.","['Gel liners', 'Creamy, smooth texture', 'Glides on smoothly - 88% agree', 'Easy to use - 94% agree', 'Waterproof', 'Based on a 2 week commissioned study of 105 women', 'Tested under laboratory conditions']"
ITEM 24279,Makeup,Mascara,Super Volume Mascara,Marula,95,3.93,1,['0.33 FL OZ'],['$11.25'],Give your lashes a dose of intense color and high volume with our non-clumping Super Volume Mascara.  Perfect for the weekend.,"['Mascara', 'Volumizing and lengthening', 'Non-clumping', 'Ophthalmologically tested', 'Suitable for contact-lens wearers']"
ITEM 55507,Makeup,Brows,Brow and Eyeliner Kit,NA,46,4.47,2,"['1 Piece', '1 Piece']","['$13.88', '$13.88']","Pick up our handy Brow & Liner Kit, complete with a double-ended brush for brow and liner excellence. Define, shape, fill and line, with silky-smooth shades for a faultless finish.","['Brow kit', 'Fine texture powders', 'Contains two shades', 'Double ended brush', 'Ophthalmogically tested', 'Dermatologically tested']"
ITEM 59288,Makeup,Eyeshadow,Eyeshadow Palette Refills,Sesame Oil,17,4.11,2,"['0.07 Ounce', '0.07 Ounce']","['$5.25', '$5.25']","Long-lasting, high purity pigmented eyeshadow shades that can be bought alone or mixed and matched to create your customizable palette. 

The 3 finishes: high impact sparkle shades, glimmering shimmers and true mattes.","['100% Vegan', '30 long-lasting shades', 'No mineral oils', 'No petrolatum', 'All shades can be used dry for easy blending, or wet for more intense, vibrant color.']"
ITEM 96564,Makeup,Eyeliners & Brows,Liquid Eyeliner,Marula,74,4.45,2,"['0.08 FL OZ', '0.08 FL OZ']","['$10.12', '$10.12']","With intense color and a precise easy-to-control tip, this liquid liner will deliver bold, smudge-resistant results, for the perfect intense flick.","['Eyeliner liquid', 'Easy to apply', 'Smudge-resistant', 'Dermatologically tested', 'Ophthalmologically tested', 'Suitable for contact-lens wearers', 'Black and brown']"
ITEM 96568,Makeup,Brows,Brow & Lash Gel,Aloe Vera,35,4.08,1,['0.33 FL OZ'],['$11.25'],"Complete with a handy applicator brush, this clear gel will tame unruly brows and fix them in place. Use on your lashes for a natural, yet defined no-makeup look.","['Brow and lash gel', '  Enhances lashes ', 'Grooms eyebrows', 'Dermatologically tested', 'Ophthalmologically tested', 'Suitable for contact-lens wearers', 'Enriched with community trade Aloe Vera from Mexico']"
ITEM 88986,Makeup,Eyeliners & Brows,Eye Color Stick,Beeswax,20,4.4,7,"['0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce']","['$11.25', '$11.25', '$11.25', '$11.25', '$11.25', '$11.25', '$11.25']","Designed to make your natural eye color pop with sparkle, our eyeshadow sticks are enriched with Community Trade babassu oil and beeswax. Show your true colors and stand out from the crowd this party season with high-definition eye color that lasts. We love the chunky stick design for creating the perfect eyeshadow shapes, shading, flicks and wings.","['100% vegetarian makeup ', 'High-definition metallic eye shadow stick in plum ', 'Intense long-lasting color ', 'Waterproof ', 'Enriched with babassu oil and beeswax']"
ITEM 96090,Makeup,Eyeliners & Brows,Smoky Eye Definer Eyeliner Pencil,Marula,14,3.71,2,"['0.04 Ounce', '0.04 Ounce']","['$10.50', '$10.50']","The Body Shop Smoky Eye Definer Pencils are four seductive shades - Black, Brown, Purple, & Navy Blue, to intensify your gaze with a perfect smoky eye. These liners are highly blendable with a double ended sponge tip to enhance the smoky eye look.","['Eyeliner Pencil', ' Highly pigmented formula', 'Double ended: eye pencil + smudger', 'Can be applied to the eyelids and waterline', 'Effortless and mistake-free application']"
